reference,title,status,filename,source_url,bytes,notes
36,Research for Practice: The DevOps Phenomenon,not downloaded,,,0,https://cacm.acm.org/wp-content/uploads/2019/07/p44-wiedemann.pdf -> HTTP 404 | https://cacm.acm.org/magazines/2019/8/238341-research-for-practice-the-devops-phenomenon/fulltext -> HTTP 403 | https://publications.hnu.de/1492/ -> HTML without downloadable PDF | https://digitalcollection.zhaw.ch/handle/11475/25485 -> HTML without downloadable PDF | https://doi.org/10.1145/3331138 -> HTTP 403 | https://mediatum.ub.tum.de/1516409 -> HTML without downloadable PDF
37,IG-RL: Inductive Graph Reinforcement Learning for Massive-Scale Traffic Signal Control,downloaded,37_IG_RL_Inductive_Graph_Reinforcement_Learning_for_Massive_Scale_Traffic_Signal_Control.pdf,https://arxiv.org/pdf/2003.05738,1109112,Verified PDF header
38,OAM: An Option-Action Reinforcement Learning Framework for Universal Multi-Intersection Control,downloaded,38_OAM_An_Option_Action_Reinforcement_Learning_Framework_for_Universal_Multi_Intersection_Control.pdf,https://ojs.aaai.org/index.php/AAAI/article/download/20378/20137,7483830,Verified PDF header
39,CityLight: A Neighborhood-Inclusive Universal Model for Coordinated City-Scale Traffic Signal Control,not downloaded,,,0,https://dl.acm.org/doi/pdf/10.1145/3746252.3761285 -> HTTP 403 | https://doi.org/10.1145/3746252.3761285 -> HTTP 403
40,Unicorn: A Universal and Collaborative Reinforcement Learning Approach Toward Generalizable Network-Wide Traffic Signal Control,downloaded,40_Unicorn_A_Universal_and_Collaborative_Reinforcement_Learning_Approach_Toward_Generalizable_Network_Wide_T.pdf,https://arxiv.org/pdf/2503.11488,2107071,Verified PDF header
41,The Real Deal: A Review of Challenges and Opportunities in Moving Reinforcement Learning-Based Traffic Signal Control Systems Towards Reality,downloaded,41_The_Real_Deal_A_Review_of_Challenges_and_Opportunities_in_Moving_Reinforcement_Learning_Based_Traffic_Sig.pdf,https://arxiv.org/pdf/2206.11996,898432,Verified PDF header
42,Towards Real-World Deployment of Reinforcement Learning for Traffic Signal Control,downloaded,42_Towards_Real_World_Deployment_of_Reinforcement_Learning_for_Traffic_Signal_Control.pdf,https://arxiv.org/pdf/2103.16223,3236627,Verified PDF header
43,First Steps Towards Real-World Traffic Signal Control Optimisation by Reinforcement Learning,not downloaded,,,0,https://www.tandfonline.com/doi/pdf/10.1080/17477778.2024.2364715?download=1 -> HTTP 403 | https://www.tandfonline.com/doi/epdf/10.1080/17477778.2024.2364715?needAccess=true -> HTTP 403 | https://www.tandfonline.com/doi/pdf/10.1080/17477778.2024.2364715?needAccess=true -> HTTP 403 | https://doi.org/10.1080/17477778.2024.2364715 -> HTTP 403 | http://hdl.handle.net/10.1080/17477778.2024.2364715 -> HTTP 403 | https://publica.fraunhofer.de/handle/publica/471235 -> HTML without downloadable PDF
44,Reinforcement Learning Approaches for Traffic Signal Control under Missing Data,downloaded,44_Reinforcement_Learning_Approaches_for_Traffic_Signal_Control_under_Missing_Data.pdf,https://www.ijcai.org/proceedings/2023/0251.pdf,2628824,Verified PDF header
45,"Position, Padding and Predictions: A Deeper Look at Position Information in CNNs",downloaded,45_Position_Padding_and_Predictions_A_Deeper_Look_at_Position_Information_in_CNNs.pdf,https://arxiv.org/pdf/2101.12322,8668629,Verified PDF header
46,On Translation Invariance in CNNs: Convolutional Layers Can Exploit Absolute Spatial Location,downloaded,46_On_Translation_Invariance_in_CNNs_Convolutional_Layers_Can_Exploit_Absolute_Spatial_Location.pdf,https://openaccess.thecvf.com/content_CVPR_2020/papers/Kayhan_On_Translation_Invariance_in_CNNs_Convolutional_Layers_Can_Exploit_Absolute_CVPR_2020_paper.pdf,2370501,Verified PDF header
47,Exchangeable Input Representations for Reinforcement Learning,downloaded,47_Exchangeable_Input_Representations_for_Reinforcement_Learning.pdf,https://arxiv.org/pdf/2003.09022,6493340,Verified PDF header
48,The Surprising Effectiveness of PPO in Cooperative Multi-Agent Games,downloaded,48_The_Surprising_Effectiveness_of_PPO_in_Cooperative_Multi_Agent_Games.pdf,https://papers.neurips.cc/paper_files/paper/2022/file/9c1535a02f0ce079433344e14d910597-Paper-Datasets_and_Benchmarks.pdf,3154523,Verified PDF header
49,Revisiting Parameter Sharing in Multi-Agent Deep Reinforcement Learning,downloaded,49_Revisiting_Parameter_Sharing_in_Multi_Agent_Deep_Reinforcement_Learning.pdf,https://arxiv.org/pdf/2005.13625,1920475,Verified PDF header
50,Multi-Agent Reinforcement Learning for Traffic Signal Control through Universal Communication Method,downloaded,50_Multi_Agent_Reinforcement_Learning_for_Traffic_Signal_Control_through_Universal_Communication_Method.pdf,https://www.ijcai.org/proceedings/2022/0535.pdf,597344,Verified PDF header
51,CoSLight: Co-optimizing Collaborator Selection and Decision-making to Enhance Traffic Signal Control,downloaded,51_CoSLight_Co_optimizing_Collaborator_Selection_and_Decision_making_to_Enhance_Traffic_Signal_Control.pdf,https://arxiv.org/pdf/2405.17152,9359718,Verified PDF header
52,A New Framework for Multi-Agent Reinforcement Learning: Centralized Training and Exploration with Decentralized Execution via Policy Distillation,downloaded,52_A_New_Framework_for_Multi_Agent_Reinforcement_Learning_Centralized_Training_and_Exploration_with_Decentra.pdf,https://arxiv.org/pdf/1910.09152,1361347,Verified PDF header
53,Double Distillation Network for Multi-Agent Reinforcement Learning,downloaded,53_Double_Distillation_Network_for_Multi_Agent_Reinforcement_Learning.pdf,https://arxiv.org/pdf/2502.03125,1287551,Verified PDF header
54,LATS: Large Language Model Assisted Teacher-Student Framework for Multi-Agent Reinforcement Learning in Traffic Signal Control,downloaded,54_LATS_Large_Language_Model_Assisted_Teacher_Student_Framework_for_Multi_Agent_Reinforcement_Learning_in_Tr.pdf,https://arxiv.org/pdf/2603.24361,2469100,Verified PDF header
55,Empirical Evaluation of Gated Recurrent Neural Networks on Sequence Modeling,downloaded,55_Empirical_Evaluation_of_Gated_Recurrent_Neural_Networks_on_Sequence_Modeling.pdf,https://arxiv.org/pdf/1412.3555,683896,Verified PDF header
